ms,x,y,heading,flood,f,l,r,err,corr,pwmL,pwmR,encL,encR,event
27119,5,15,1,10,2431,3440,1373,2067,50,160,55,586,329,CRASH_L
27125,5,15,1,10,2431,3612,1373,2239,50,160,55,592,332,CRASH_L
27130,5,15,1,10,2433,3612,1373,2239,50,160,55,598,334,CRASH_L
27165,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
27169,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
27302,5,15,1,10,2387,3867,1438,2429,50,160,55,0,0,CRASH_L
27302,5,15,1,10,2387,3867,1438,2429,50,160,55,0,0,MOVE
27307,5,15,1,10,2383,3870,1446,2424,50,160,55,1,0,CRASH_L
27312,5,15,1,10,2367,3869,1474,2395,50,160,55,3,0,CRASH_L
27317,5,15,1,10,2364,3869,1474,2395,50,160,55,7,0,CRASH_L
27322,5,15,1,10,2364,3869,1469,2400,50,160,55,11,0,CRASH_L
27327,5,15,1,10,2364,3880,1466,2414,50,160,55,15,0,CRASH_L
27335,5,15,1,10,2385,3881,1464,2417,50,160,55,21,0,CRASH_L
27340,5,15,1,10,2385,3881,1464,2417,50,160,55,23,0,CRASH_L
27345,5,15,1,10,2385,3881,1468,2413,50,160,55,27,0,CRASH_L
27350,5,15,1,10,2370,3883,1468,2415,50,160,55,29,0,CRASH_L
27355,5,15,1,10,2370,3883,1478,2405,50,160,55,33,0,CRASH_L
27360,5,15,1,10,2346,3879,1478,2401,50,160,55,37,1,CRASH_L
27365,5,15,1,10,2342,3879,1474,2405,50,160,55,40,1,CRASH_L
27370,5,15,1,10,2346,3887,1474,2413,50,160,55,43,1,CRASH_L
27376,5,15,1,10,2338,3887,1472,2415,50,160,55,47,1,CRASH_L
27381,5,15,1,10,2296,3886,1468,2418,50,160,55,51,1,CRASH_L
27388,5,15,1,10,2292,3886,1467,2419,50,160,55,57,1,CRASH_L
27393,5,15,1,10,2254,3887,1467,2420,50,160,55,62,1,CRASH_L
27398,5,15,1,10,2246,3887,1492,2395,50,160,55,67,1,CRASH_L
27403,5,15,1,10,2243,3892,1503,2389,50,160,55,71,1,CRASH_L
27403,5,15,1,10,2243,3892,1503,2389,50,160,55,71,1,MOVE
27408,5,15,1,10,2186,3891,1495,2396,50,160,55,76,1,CRASH_L
27414,5,15,1,10,2180,3891,1496,2395,50,160,55,82,1,CRASH_L
27419,5,15,1,10,2177,3891,1495,2396,50,160,55,87,1,CRASH_L
27424,5,15,1,10,2175,3892,1496,2396,50,160,55,93,1,CRASH_L
27429,5,15,1,10,2118,3893,1495,2398,50,160,55,98,1,CRASH_L
27436,5,15,1,10,2106,3893,1504,2389,50,160,55,107,1,CRASH_L
27441,5,15,1,10,2051,3893,1550,2343,50,160,55,113,1,CRASH_L
27446,5,15,1,10,2041,3893,1550,2343,50,160,55,119,1,CRASH_L
27452,5,15,1,10,2030,3894,1545,2349,50,160,55,125,1,CRASH_L
27457,5,15,1,10,1968,3894,1541,2353,50,160,55,131,1,CRASH_L
27462,5,15,1,10,1968,3896,1541,2355,50,160,55,137,1,CRASH_L
27467,5,15,1,10,1968,3897,1547,2350,50,160,55,143,1,CRASH_L
27472,5,15,1,10,1967,3897,1547,2350,50,160,55,151,1,CRASH_L
27477,5,15,1,10,1910,3897,1547,2350,50,160,55,157,1,CRASH_L
27482,5,15,1,10,1898,3898,1630,2268,50,160,55,163,1,CRASH_L
27489,5,15,1,10,1898,3898,1634,2264,50,160,55,174,1,CRASH_L
27495,5,15,1,10,1821,3898,1634,2264,50,160,55,181,1,CRASH_L
27500,5,15,1,10,1810,3898,1634,2264,50,160,55,187,1,CRASH_L
27505,5,15,1,10,1737,3897,1628,2269,50,160,55,194,1,CRASH_L
27505,5,15,1,10,1737,3897,1628,2269,50,160,55,194,1,MOVE
27510,5,15,1,10,1736,3897,1628,2269,50,160,55,201,1,CRASH_L
27515,5,15,1,10,1731,3897,1628,2269,50,160,55,207,1,CRASH_L
27520,5,15,1,10,1606,3898,1703,2195,50,160,55,215,1,CRASH_L
27525,5,15,1,10,1596,3898,1703,2195,50,160,55,222,1,CRASH_L
27530,5,15,1,10,1596,3897,1703,2194,50,160,55,229,1,CRASH_L
27541,5,15,1,10,1596,3897,1699,2198,50,160,55,245,1,CRASH_L
27546,5,15,1,10,1472,3896,1698,2198,50,160,55,252,1,CRASH_L
27552,5,15,1,10,1471,3896,1698,2198,50,160,55,259,1,CRASH_L
27557,5,15,1,10,1355,3897,1700,2197,50,160,55,267,1,CRASH_L
27562,5,15,1,10,1355,3897,1706,2191,50,160,55,274,1,CRASH_L
27567,5,15,1,10,1352,3898,1773,2125,50,160,55,281,1,CRASH_L
27572,5,15,1,10,1258,3897,1773,2124,50,160,55,289,1,CRASH_L
27577,5,15,1,10,1255,3896,1769,2127,50,160,55,296,1,CRASH_L
27582,5,15,1,10,1253,3896,1768,2128,50,160,55,303,1,CRASH_L
27587,5,15,1,10,1162,3897,1767,2130,50,160,55,311,1,CRASH_L
27611,5,15,1,10,1162,3897,1767,2130,50,160,55,348,1,MOVE
27617,5,15,1,10,1161,3897,1767,2130,50,160,55,356,1,CRASH_L
27622,5,15,1,10,936,3897,1864,2033,47,160,55,363,1,CRASH_L
27627,5,15,1,10,933,3896,1864,2032,50,160,55,371,1,CRASH_L
27632,5,15,1,10,884,3896,1864,2032,50,160,55,379,1,CRASH_L
27637,5,15,1,10,882,3896,1861,2035,50,160,55,387,1,CRASH_L
27642,5,15,1,10,884,3897,1861,2036,50,160,55,395,1,CRASH_L
27647,5,15,1,10,877,3897,1941,1956,46,160,55,403,1,CRASH_L
27652,5,15,1,10,842,3897,1941,1956,48,160,55,411,1,CRASH_L
27657,5,15,1,10,832,3897,1938,1959,49,160,55,419,1,CRASH_L
27665,5,15,1,10,832,3892,1938,1954,48,160,55,431,1,CRASH_L
27670,5,15,1,10,739,3892,1937,1955,48,160,55,439,1,CRASH_L
27675,5,15,1,10,735,3894,1935,1959,49,160,55,447,1,CRASH_L
27680,5,15,1,10,611,3894,1935,1959,48,160,55,455,1,CRASH_L
27685,5,15,1,10,611,3894,1936,1958,48,160,55,463,1,CRASH_L
27690,5,15,1,10,611,3894,2050,1844,42,160,55,471,2,CRASH_L
27695,5,15,1,10,606,3894,2050,1844,46,160,55,479,3,CRASH_L
27700,5,15,1,10,518,3893,2050,1843,46,160,55,487,3,CRASH_L
27705,5,15,1,10,516,3859,2054,1805,43,160,55,495,5,CRASH_L
27710,5,15,1,10,512,3851,2054,1797,44,160,55,503,7,CRASH_L
27713,5,15,1,10,512,3851,2054,1797,44,160,55,507,7,MOVE
27718,5,15,1,10,368,3851,2054,1797,44,160,55,516,9,CRASH_L
27723,5,15,1,10,368,3851,2056,1795,44,160,55,524,11,CRASH_L
27728,5,15,1,10,439,3851,2069,1782,44,160,55,532,13,CRASH_L
27733,5,15,1,10,439,3849,2144,1705,40,160,55,540,15,CRASH_L
27738,5,15,1,10,439,3849,2145,1704,42,160,55,549,16,CRASH_L
27743,5,15,1,10,439,3849,2144,1705,42,160,55,557,17,CRASH_L
27748,5,15,1,10,366,3721,2140,1581,35,160,55,565,19,CRASH_L
27753,5,15,1,10,366,3721,2140,1581,39,160,55,573,21,CRASH_L
27759,5,15,1,10,374,3726,2143,1583,39,160,55,581,22,CRASH_L
27766,5,15,1,10,374,3726,2155,1571,38,160,55,594,25,CRASH_L
27801,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
27805,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
27936,5,15,1,10,346,3413,2400,1013,8,160,55,0,0,CRASH_L
27937,5,15,1,10,346,3413,2400,1013,8,160,55,0,0,MOVE
27942,5,15,1,10,344,3413,2400,1013,25,160,55,2,0,CRASH_L
27947,5,15,1,10,342,3414,2399,1015,25,160,55,4,1,CRASH_L
27952,5,15,1,10,342,3420,2394,1026,25,160,55,8,2,CRASH_L
27957,5,15,1,10,364,3420,2393,1027,25,160,55,12,3,CRASH_L
27962,5,15,1,10,365,3416,2393,1023,25,160,55,16,5,CRASH_L
27967,5,15,1,10,365,3416,2388,1028,25,160,55,19,6,CRASH_L
27972,5,15,1,10,367,3416,2388,1028,25,160,55,22,8,CRASH_L
27980,5,15,1,10,367,3416,2397,1019,25,160,55,26,9,CRASH_L
27985,5,15,1,10,318,3414,2412,1002,24,160,55,30,10,CRASH_L
27990,5,15,1,10,318,3414,2412,1002,25,160,55,33,10,CRASH_L
27995,5,15,1,10,319,3407,2412,995,24,160,55,37,12,CRASH_L
28041,5,15,1,10,295,3334,2421,913,20,150,110,76,29,MOVE
28142,5,15,1,10,265,3199,2501,698,17,147,113,198,107,MOVE
28243,5,15,1,10,241,3085,2596,489,12,142,118,342,218,MOVE
28345,5,15,1,10,269,2813,2713,100,2,132,128,498,349,MOVE
28445,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
28448,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
28585,5,15,1,10,268,2545,2894,-349,-18,112,148,0,0,MOVE
28686,5,15,1,10,245,2544,2915,-371,-9,121,139,62,69,MOVE
28786,5,15,1,10,272,2526,3006,-480,-11,119,141,172,192,MOVE
28888,5,15,1,10,269,2474,3036,-562,-13,117,143,296,337,MOVE
28989,5,15,1,10,270,2479,3175,-696,-17,113,147,423,489,MOVE
29090,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
29094,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
29227,5,15,1,10,296,2477,3241,-764,-20,110,150,0,0,MOVE
29328,5,15,1,10,301,2482,3214,-732,-18,112,148,51,72,MOVE
29430,5,15,1,10,327,2499,3234,-735,-18,112,148,150,199,MOVE
29531,5,15,1,10,367,2519,3168,-649,-16,114,146,268,345,MOVE
29632,5,15,1,10,368,2565,3087,-522,-13,117,143,394,496,MOVE
29733,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
29736,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
29868,5,15,1,10,414,2638,3061,-423,-6,124,136,0,0,MOVE
29970,5,15,1,10,412,2612,3061,-449,-11,119,141,56,66,MOVE
30070,5,15,1,10,440,2671,2993,-322,-7,123,137,152,182,MOVE
30172,5,15,1,10,467,2721,2912,-191,-4,126,134,270,312,MOVE
30273,5,15,1,10,486,2744,2875,-131,-3,127,133,396,447,MOVE
30375,5,15,1,10,513,2798,2821,-23,0,130,130,528,580,MOVE
30420,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
30422,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
30555,5,15,1,10,512,2867,2761,106,6,136,124,0,0,MOVE
30656,5,15,1,10,522,2888,2764,124,3,133,127,62,58,MOVE
30758,5,15,1,10,538,2915,2709,206,5,135,125,170,163,MOVE
30859,5,15,1,10,538,2932,2696,236,7,137,123,294,284,MOVE
30960,5,15,1,10,562,3002,2668,334,11,141,119,432,414,MOVE
31062,5,15,1,10,586,2954,2652,302,7,137,123,574,543,MOVE
31111,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
31116,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
31249,5,15,1,10,612,2936,2582,354,11,141,119,0,0,MOVE
31351,5,15,1,10,630,2910,2553,357,8,138,122,63,55,MOVE
31452,5,15,1,10,659,2914,1355,1559,39,169,91,177,145,MOVE
31553,5,15,1,10,735,2849,1108,1741,43,173,87,332,239,MOVE
31655,5,15,1,10,820,2701,1378,1323,33,163,97,501,338,MOVE
31746,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
31750,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
31883,5,15,1,10,882,2385,1516,869,15,145,115,0,0,MOVE
31985,5,15,1,10,962,2377,1525,852,21,151,109,70,52,MOVE
32086,5,15,1,10,1004,2250,1447,803,18,148,112,202,145,MOVE
32187,5,15,1,10,1104,2127,1380,747,20,150,110,358,257,MOVE
32289,5,15,1,10,1205,1961,1328,633,15,145,115,518,375,MOVE
32372,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
32377,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
32510,5,15,1,10,1471,1579,1295,284,1,131,129,0,0,MOVE
32611,5,15,1,10,1522,1548,1259,289,7,137,123,66,53,MOVE
32713,5,15,1,10,1740,2010,1236,774,30,160,100,183,151,MOVE
32814,5,15,1,10,2035,2131,1182,949,23,108,62,325,256,MOVE
32915,5,15,1,10,2199,2229,1209,1020,26,111,59,444,332,MOVE
33017,5,15,1,10,2367,2708,1244,1464,36,121,55,549,387,MOVE
33097,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
33100,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
33233,5,15,1,10,2427,3189,1302,1887,50,135,55,0,0,MOVE
33335,5,15,1,10,2410,3230,1328,1902,47,132,55,63,25,MOVE
33380,5,15,1,10,2387,3463,1354,2109,50,160,55,103,39,CRASH_L
33385,5,15,1,10,2386,3464,1354,2110,50,160,55,109,40,CRASH_L
33396,5,15,1,10,2372,3464,1356,2108,50,160,55,119,44,CRASH_L
33401,5,15,1,10,2372,3464,1400,2064,50,160,55,125,46,CRASH_L
33406,5,15,1,10,2385,3460,1400,2060,50,160,55,131,47,CRASH_L
33411,5,15,1,10,2385,3460,1395,2065,50,160,55,137,49,CRASH_L
33416,5,15,1,10,2384,3460,1395,2065,50,160,55,143,51,CRASH_L
33421,5,15,1,10,2374,3473,1399,2074,50,160,55,149,53,CRASH_L
33426,5,15,1,10,2366,3601,1399,2202,50,160,55,155,55,CRASH_L
33431,5,15,1,10,2359,3601,1399,2202,50,160,55,161,57,CRASH_L
33436,5,15,1,10,2346,3601,1404,2197,50,160,55,167,59,CRASH_L
33436,5,15,1,10,2346,3601,1404,2197,50,160,55,167,59,MOVE
33444,5,15,1,10,2344,3621,1429,2192,50,160,55,177,63,CRASH_L
33449,5,15,1,10,2344,3621,1429,2192,50,160,55,183,65,CRASH_L
33454,5,15,1,10,2329,3621,1429,2192,50,160,55,190,67,CRASH_L
33459,5,15,1,10,2321,3623,1424,2199,50,160,55,197,69,CRASH_L
33464,5,15,1,10,2318,3719,1424,2295,50,160,55,204,71,CRASH_L
33469,5,15,1,10,2275,3719,1422,2297,50,160,55,211,73,CRASH_L
33474,5,15,1,10,2272,3711,1422,2289,50,160,55,217,75,CRASH_L
33480,5,15,1,10,2268,3711,1499,2212,50,160,55,224,77,CRASH_L
33485,5,15,1,10,2226,3707,1501,2206,50,160,55,231,80,CRASH_L
33490,5,15,1,10,2226,3707,1501,2206,50,160,55,238,82,CRASH_L
33501,5,15,1,10,2226,3725,1501,2224,50,160,55,255,88,CRASH_L
33506,5,15,1,10,2158,3864,1501,2363,50,160,55,263,90,CRASH_L
33511,5,15,1,10,2152,3864,1496,2368,50,160,55,270,92,CRASH_L
33517,5,15,1,10,2110,3863,1505,2358,50,160,55,277,95,CRASH_L
33522,5,15,1,10,2108,3863,1550,2313,50,160,55,285,97,CRASH_L
33527,5,15,1,10,2103,3860,1550,2310,50,160,55,292,99,CRASH_L
33532,5,15,1,10,2072,3860,1550,2310,50,160,55,300,101,CRASH_L
33537,5,15,1,10,2066,3861,1551,2310,50,160,55,308,104,CRASH_L
33537,5,15,1,10,2066,3861,1551,2310,50,160,55,308,104,MOVE
33542,5,15,1,10,2066,3863,1551,2312,50,160,55,316,106,CRASH_L
33550,5,15,1,10,2059,3863,1547,2316,50,160,55,329,110,CRASH_L
33555,5,15,1,10,1991,3896,1545,2351,50,160,55,336,113,CRASH_L
33560,5,15,1,10,1987,3897,1547,2350,50,160,55,344,115,CRASH_L
33565,5,15,1,10,1945,3897,1584,2313,50,160,55,352,117,CRASH_L
33570,5,15,1,10,1943,3897,1584,2313,50,160,55,360,119,CRASH_L
33576,5,15,1,10,1943,3897,1582,2315,50,160,55,368,122,CRASH_L
33581,5,15,1,10,1887,3897,1582,2315,50,160,55,376,124,CRASH_L
33586,5,15,1,10,1880,3896,1584,2312,50,160,55,384,127,CRASH_L
33591,5,15,1,10,1877,3896,1584,2312,50,160,55,392,129,CRASH_L
33596,5,15,1,10,1784,3896,1583,2313,50,160,55,399,132,CRASH_L
33603,5,15,1,10,1781,3897,1583,2314,50,160,55,411,136,CRASH_L
33609,5,15,1,10,1774,3897,1677,2220,50,160,55,419,139,CRASH_L
33614,5,15,1,10,1714,3897,1677,2220,50,160,55,427,141,CRASH_L
33619,5,15,1,10,1712,3898,1676,2222,50,160,55,435,144,CRASH_L
33624,5,15,1,10,1711,3898,1675,2223,50,160,55,443,146,CRASH_L
33629,5,15,1,10,1666,3897,1675,2222,50,160,55,451,149,CRASH_L
33634,5,15,1,10,1666,3897,1675,2222,50,160,55,459,151,CRASH_L
33639,5,15,1,10,1664,3899,1675,2224,50,160,55,467,154,CRASH_L
33639,5,15,1,10,1664,3899,1675,2224,50,160,55,467,154,MOVE
33644,5,15,1,10,1627,3900,1677,2223,50,160,55,475,156,CRASH_L
33652,5,15,1,10,1627,3900,1734,2166,50,160,55,487,160,CRASH_L
33657,5,15,1,10,1620,3900,1734,2166,50,160,55,495,163,CRASH_L
33662,5,15,1,10,1567,3909,1734,2175,50,160,55,503,166,CRASH_L
33667,5,15,1,10,1548,3897,1730,2167,50,160,55,511,168,CRASH_L
33672,5,15,1,10,1548,3896,1730,2166,50,160,55,519,171,CRASH_L
33677,5,15,1,10,1476,3896,1724,2172,50,160,55,527,174,CRASH_L
33682,5,15,1,10,1471,3896,1724,2172,50,160,55,536,177,CRASH_L
33687,5,15,1,10,1464,3896,1795,2101,50,160,55,544,179,CRASH_L
33692,5,15,1,10,1425,3896,1795,2101,50,160,55,552,182,CRASH_L
33697,5,15,1,10,1425,3899,1792,2107,50,160,55,560,185,CRASH_L
33706,5,15,1,10,1425,3899,1785,2114,50,160,55,574,189,CRASH_L
33711,5,15,1,10,1336,3902,1785,2117,50,160,55,582,192,CRASH_L
33716,5,15,1,10,1336,3902,1795,2107,50,160,55,590,195,CRASH_L
33721,5,15,1,10,1336,3903,1796,2107,50,160,55,599,197,CRASH_L
33756,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
33760,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
33891,5,15,1,10,931,3896,1940,1956,44,160,55,0,0,CRASH_L
33892,5,15,1,10,931,3896,1940,1956,44,160,55,0,0,MOVE
33897,5,15,1,10,931,3896,1942,1954,48,160,55,2,0,CRASH_L
33902,5,15,1,10,954,3897,1942,1955,48,160,55,4,0,CRASH_L
33907,5,15,1,10,957,3897,1930,1967,49,160,55,7,0,CRASH_L
33912,5,15,1,10,965,3898,1930,1968,49,160,55,12,0,CRASH_L
33919,5,15,1,10,965,3897,1929,1968,49,160,55,18,0,CRASH_L
33925,5,15,1,10,958,3894,1932,1962,48,160,55,22,0,CRASH_L
33930,5,15,1,10,953,3894,1929,1965,49,160,55,26,0,CRASH_L
33935,5,15,1,10,894,3897,1932,1965,49,160,55,30,0,CRASH_L
33940,5,15,1,10,880,3897,1962,1935,47,160,55,34,0,CRASH_L
33945,5,15,1,10,878,3897,1962,1935,48,160,55,38,0,CRASH_L
33950,5,15,1,10,843,3897,1962,1935,48,160,55,42,1,CRASH_L
33955,5,15,1,10,837,3898,1962,1936,48,160,55,47,1,CRASH_L
33960,5,15,1,10,831,3898,1956,1942,48,160,55,52,1,CRASH_L
33965,5,15,1,10,764,3894,1954,1940,48,160,55,56,1,CRASH_L
33973,5,15,1,10,764,3894,1954,1940,48,160,55,64,1,CRASH_L
33978,5,15,1,10,764,3897,1964,1933,48,160,55,68,1,CRASH_L
33983,5,15,1,10,634,3897,1977,1920,47,160,55,73,1,CRASH_L
33988,5,15,1,10,634,3897,1977,1920,48,160,55,78,1,CRASH_L
33993,5,15,1,10,632,3900,1977,1923,48,160,55,84,1,CRASH_L
33993,5,15,1,10,632,3900,1977,1923,48,160,55,84,1,MOVE
33998,5,15,1,10,491,3900,1982,1918,47,160,55,90,1,CRASH_L
34003,5,15,1,10,489,3898,1985,1913,47,160,55,95,1,CRASH_L
34008,5,15,1,10,487,3895,1985,1910,47,160,55,100,1,CRASH_L
34013,5,15,1,10,295,3895,1985,1910,47,160,55,106,1,CRASH_L
34025,5,15,1,10,294,3898,1994,1904,47,160,55,120,1,CRASH_L
34031,5,15,1,10,277,3902,2000,1902,47,160,55,127,1,CRASH_L
34036,5,15,1,10,276,3905,2016,1889,46,160,55,134,1,CRASH_L
34041,5,15,1,10,276,3902,2006,1896,47,160,55,140,1,CRASH_L
34046,5,15,1,10,364,3896,2007,1889,47,160,55,146,1,CRASH_L
34051,5,15,1,10,365,3896,2006,1890,47,160,55,153,1,CRASH_L
34056,5,15,1,10,365,3897,2006,1891,47,160,55,160,1,CRASH_L
34061,5,15,1,10,485,3897,2006,1891,47,160,55,166,1,CRASH_L
34066,5,15,1,10,485,3897,2050,1847,44,160,55,173,1,CRASH_L
34071,5,15,1,10,488,3897,2050,1847,46,160,55,180,1,CRASH_L
34079,5,15,1,10,543,3897,2050,1847,46,160,55,190,1,CRASH_L
34084,5,15,1,10,543,3897,2049,1848,46,160,55,197,1,CRASH_L
34089,5,15,1,10,533,3896,2049,1847,46,160,55,204,1,CRASH_L
34094,5,15,1,10,515,3886,2049,1837,45,160,55,210,1,CRASH_L
34094,5,15,1,10,515,3886,2049,1837,45,160,55,210,1,MOVE
34099,5,15,1,10,512,3882,2049,1833,45,160,55,218,1,CRASH_L
34104,5,15,1,10,511,3882,2149,1733,40,160,55,224,1,CRASH_L
34109,5,15,1,10,498,3887,2149,1738,43,160,55,232,1,CRASH_L
34115,5,15,1,10,489,3888,2149,1739,43,160,55,238,1,CRASH_L
34120,5,15,1,10,488,3887,2145,1742,43,160,55,246,1,CRASH_L
34127,5,15,1,10,487,3887,2145,1742,43,160,55,255,1,CRASH_L
34132,5,15,1,10,487,3836,2145,1691,40,160,55,261,1,CRASH_L
34137,5,15,1,10,482,3834,2145,1689,42,160,55,268,1,CRASH_L
34142,5,15,1,10,465,3831,2147,1684,41,160,55,274,1,CRASH_L
34148,5,15,1,10,464,3829,2260,1569,35,160,55,280,1,CRASH_L
34153,5,15,1,10,465,3825,2260,1565,39,160,55,288,1,CRASH_L
34158,5,15,1,10,466,3825,2260,1565,39,160,55,295,1,CRASH_L
34163,5,15,1,10,466,3832,2267,1565,39,160,55,303,2,CRASH_L
34168,5,15,1,10,463,3832,2267,1565,39,160,55,311,3,CRASH_L
34173,5,15,1,10,417,3832,2262,1570,39,160,55,320,3,CRASH_L
34180,5,15,1,10,415,3720,2261,1459,33,160,55,330,6,CRASH_L
34186,5,15,1,10,417,3716,2261,1455,36,160,55,336,7,CRASH_L
34191,5,15,1,10,440,3716,2354,1362,31,160,55,343,9,CRASH_L
34196,5,15,1,10,440,3716,2354,1362,34,160,55,350,11,CRASH_L
34196,5,15,1,10,440,3716,2354,1362,34,160,55,350,11,MOVE
34201,5,15,1,10,440,3715,2353,1362,34,160,55,358,13,CRASH_L
34206,5,15,1,10,441,3712,2351,1361,33,160,55,364,15,CRASH_L
34211,5,15,1,10,443,3710,2347,1363,34,160,55,372,17,CRASH_L
34216,5,15,1,10,441,3559,2347,1212,25,160,55,378,18,CRASH_L
34221,5,15,1,10,405,3559,2348,1211,30,160,55,386,19,CRASH_L
34229,5,15,1,10,396,3559,2365,1194,29,160,55,397,21,CRASH_L
34234,5,15,1,10,395,3557,2410,1147,27,160,55,404,23,CRASH_L
34239,5,15,1,10,396,3557,2435,1122,27,160,55,411,25,CRASH_L
34244,5,15,1,10,397,3557,2424,1133,28,160,55,418,27,CRASH_L
34249,5,15,1,10,397,3557,2424,1133,28,160,55,426,29,CRASH_L
34254,5,15,1,10,387,3547,2419,1128,28,160,55,433,32,CRASH_L
34300,5,15,1,10,391,3181,2442,739,12,142,118,499,59,MOVE
34401,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
34403,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
34536,5,15,1,10,422,2848,2666,182,-5,125,135,0,0,MOVE
34638,5,15,1,10,399,2852,2722,130,3,133,127,62,59,MOVE
34739,5,15,1,10,415,2718,2800,-82,-2,128,132,173,163,MOVE
34840,5,15,1,10,443,2634,2911,-277,-6,124,136,304,297,MOVE
34942,5,15,1,10,487,2525,3062,-537,-15,115,145,438,446,MOVE
35043,5,15,1,10,513,2502,3100,-598,-14,116,144,565,599,MOVE
35078,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
35083,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
35216,5,15,1,10,557,2444,3186,-742,-22,108,152,0,0,MOVE
35318,5,15,1,10,538,2431,3213,-782,-20,110,150,54,72,MOVE
35419,5,15,1,10,587,2452,3190,-738,-18,112,148,146,193,MOVE
35521,5,15,1,10,617,2449,3197,-748,-18,112,148,258,338,MOVE
35622,5,15,1,10,657,2476,3237,-761,-18,112,148,382,496,MOVE
35723,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
35728,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
35861,5,15,1,10,759,2484,1328,1156,30,160,100,0,0,MOVE
35963,5,15,1,10,798,2501,1375,1126,28,158,102,76,45,MOVE
36063,5,15,1,10,859,2358,1385,973,25,155,105,204,134,MOVE
36165,5,15,1,10,955,2244,1304,940,23,153,107,359,243,MOVE
36266,5,15,1,10,1031,2111,1230,881,22,152,108,518,359,MOVE
36347,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
36352,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
36486,5,15,1,10,1179,1914,1135,779,17,147,113,0,0,MOVE
36587,5,15,1,10,1208,1885,1109,776,19,149,111,74,56,MOVE
36689,5,15,1,10,1335,1817,1091,726,17,147,113,206,155,MOVE
36790,5,15,1,10,1525,1618,987,631,15,145,115,352,270,MOVE
36891,5,15,1,10,1779,1825,916,909,22,152,108,501,396,MOVE
36987,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
36989,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
37119,5,15,1,10,2200,2067,874,1193,27,112,58,0,0,MOVE
37221,5,15,1,10,2202,2112,866,1246,33,118,55,42,8,MOVE
37325,5,15,1,10,2274,2247,1014,1233,30,115,55,112,40,MOVE
37426,5,15,1,10,2341,2520,1133,1387,34,119,55,199,79,MOVE
37528,5,15,1,10,2431,3015,1236,1779,44,129,55,300,123,MOVE
37629,5,15,1,10,2457,3367,1304,2063,50,135,55,414,169,MOVE
37639,5,15,1,10,2457,3569,1303,2266,50,160,55,426,173,CRASH_L
37644,5,15,1,10,2457,3570,1308,2262,50,160,55,432,175,CRASH_L
37649,5,15,1,10,2457,3575,1321,2254,50,160,55,438,178,CRASH_L
37654,5,15,1,10,2462,3575,1332,2243,50,160,55,444,180,CRASH_L
37659,5,15,1,10,2462,3575,1330,2245,50,160,55,450,183,CRASH_L
37665,5,15,1,10,2456,3567,1330,2237,50,160,55,457,185,CRASH_L
37675,5,15,1,10,2453,3567,1329,2238,50,160,55,471,190,CRASH_L
37680,5,15,1,10,2453,3574,1329,2245,50,160,55,478,192,CRASH_L
37685,5,15,1,10,2478,3729,1330,2399,50,160,55,484,195,CRASH_L
37690,5,15,1,10,2481,3729,1380,2349,50,160,55,490,197,CRASH_L
37696,5,15,1,10,2478,3729,1385,2344,50,160,55,498,199,CRASH_L
37701,5,15,1,10,2457,3736,1380,2356,50,160,55,504,202,CRASH_L
37706,5,15,1,10,2448,3736,1374,2362,50,160,55,511,205,CRASH_L
37711,5,15,1,10,2447,3734,1372,2362,50,160,55,518,207,CRASH_L
37716,5,15,1,10,2415,3734,1372,2362,50,160,55,526,209,CRASH_L
