ms,x,y,heading,flood,f,l,r,err,corr,pwmL,pwmR,encL,encR,event
37721,5,15,1,10,2412,3749,1378,2371,50,160,55,533,212,CRASH_L
37728,5,15,1,10,2407,3870,1389,2481,50,160,55,543,215,CRASH_L
37734,5,15,1,10,2392,3873,1405,2468,50,160,55,550,217,CRASH_L
37734,5,15,1,10,2392,3873,1405,2468,50,160,55,550,218,MOVE
37739,5,15,1,10,2387,3870,1405,2465,50,160,55,558,220,CRASH_L
37744,5,15,1,10,2376,3868,1400,2468,50,160,55,566,222,CRASH_L
37749,5,15,1,10,2368,3868,1400,2468,50,160,55,573,225,CRASH_L
37754,5,15,1,10,2363,3875,1400,2475,50,160,55,580,227,CRASH_L
37759,5,15,1,10,2362,3884,1397,2487,50,160,55,588,230,CRASH_L
37764,5,15,1,10,2319,3893,1397,2496,50,160,55,596,233,CRASH_L
37799,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
37801,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
37932,5,15,1,10,2153,3894,1500,2394,50,160,55,0,0,CRASH_L
37935,5,15,1,10,2153,3894,1500,2394,50,160,55,1,0,MOVE
37940,5,15,1,10,2153,3897,1500,2397,50,160,55,2,0,CRASH_L
37945,5,15,1,10,2154,3897,1494,2403,50,160,55,6,1,CRASH_L
37950,5,15,1,10,2156,3897,1494,2403,50,160,55,10,2,CRASH_L
37955,5,15,1,10,2156,3898,1493,2405,50,160,55,14,3,CRASH_L
37960,5,15,1,10,2155,3898,1495,2403,50,160,55,18,5,CRASH_L
37965,5,15,1,10,2154,3898,1495,2403,50,160,55,22,7,CRASH_L
37971,5,15,1,10,2149,3898,1495,2403,50,160,55,25,8,CRASH_L
37976,5,15,1,10,2132,3896,1495,2401,50,160,55,28,9,CRASH_L
37981,5,15,1,10,2130,3896,1517,2379,50,160,55,31,10,CRASH_L
37988,5,15,1,10,2132,3897,1517,2380,50,160,55,37,11,CRASH_L
37993,5,15,1,10,2128,3897,1517,2380,50,160,55,42,12,CRASH_L
37998,5,15,1,10,2132,3898,1515,2383,50,160,55,46,13,CRASH_L
38003,5,15,1,10,2127,3899,1518,2381,50,160,55,50,15,CRASH_L
38009,5,15,1,10,2120,3904,1521,2383,50,160,55,55,16,CRASH_L
38014,5,15,1,10,2114,3904,1521,2383,50,160,55,60,17,CRASH_L
38019,5,15,1,10,2108,3897,1525,2372,50,160,55,66,19,CRASH_L
38024,5,15,1,10,2042,3897,1522,2375,50,160,55,71,20,CRASH_L
38029,5,15,1,10,2035,3898,1522,2376,50,160,55,76,22,CRASH_L
38034,5,15,1,10,2034,3898,1519,2379,50,160,55,82,23,CRASH_L
38036,5,15,1,10,2034,3898,1519,2379,50,160,55,84,25,MOVE
38041,5,15,1,10,1970,3898,1519,2379,50,160,55,90,26,CRASH_L
38047,5,15,1,10,1965,3898,1518,2380,50,160,55,96,28,CRASH_L
38052,5,15,1,10,1962,3898,1518,2380,50,160,55,102,29,CRASH_L
38057,5,15,1,10,1928,3899,1518,2381,50,160,55,109,31,CRASH_L
38062,5,15,1,10,1925,3897,1587,2310,50,160,55,116,33,CRASH_L
38067,5,15,1,10,1918,3906,1594,2312,50,160,55,122,35,CRASH_L
38072,5,15,1,10,1905,3898,1587,2311,50,160,55,128,37,CRASH_L
38077,5,15,1,10,1899,3899,1585,2314,50,160,55,135,38,CRASH_L
38082,5,15,1,10,1897,3898,1582,2316,50,160,55,141,40,CRASH_L
38095,5,15,1,10,1809,3899,1582,2317,50,160,55,160,45,CRASH_L
38100,5,15,1,10,1761,3898,1599,2299,50,160,55,166,47,CRASH_L
38106,5,15,1,10,1760,3897,1621,2276,50,160,55,174,50,CRASH_L
38111,5,15,1,10,1761,3897,1634,2263,50,160,55,181,52,CRASH_L
38116,5,15,1,10,1756,3901,1629,2272,50,160,55,188,55,CRASH_L
38121,5,15,1,10,1690,3901,1629,2272,50,160,55,195,57,CRASH_L
38126,5,15,1,10,1688,3900,1628,2272,50,160,55,202,58,CRASH_L
38131,5,15,1,10,1685,3898,1627,2271,50,160,55,210,61,CRASH_L
38136,5,15,1,10,1618,3897,1627,2270,50,160,55,217,63,CRASH_L
38136,5,15,1,10,1618,3897,1627,2270,50,160,55,217,63,MOVE
38143,5,15,1,10,1617,3897,1630,2267,50,160,55,229,66,CRASH_L
38149,5,15,1,10,1533,3899,1656,2243,50,160,55,236,69,CRASH_L
38154,5,15,1,10,1525,3908,1658,2250,50,160,55,244,71,CRASH_L
38159,5,15,1,10,1521,3899,1656,2243,50,160,55,252,73,CRASH_L
38164,5,15,1,10,1477,3899,1650,2249,50,160,55,260,75,CRASH_L
38169,5,15,1,10,1477,3899,1650,2249,50,160,55,267,78,CRASH_L
38174,5,15,1,10,1477,3899,1653,2246,50,160,55,275,80,CRASH_L
38179,5,15,1,10,1471,3896,1654,2242,50,160,55,282,83,CRASH_L
38184,5,15,1,10,1426,3895,1654,2241,50,160,55,290,85,CRASH_L
38189,5,15,1,10,1426,3895,1727,2168,50,160,55,298,87,CRASH_L
38197,5,15,1,10,1423,3908,1730,2178,50,160,55,310,91,CRASH_L
38202,5,15,1,10,1339,3910,1730,2180,50,160,55,317,93,CRASH_L
38207,5,15,1,10,1334,3910,1730,2180,50,160,55,325,96,CRASH_L
38212,5,15,1,10,1332,3898,1725,2173,50,160,55,333,98,CRASH_L
38217,5,15,1,10,1329,3897,1719,2178,50,160,55,341,101,CRASH_L
38222,5,15,1,10,1329,3896,1719,2177,50,160,55,349,104,CRASH_L
38227,5,15,1,10,1332,3896,1730,2166,50,160,55,357,106,CRASH_L
38232,5,15,1,10,1446,3897,1749,2148,50,160,55,365,109,CRASH_L
38237,5,15,1,10,1447,3897,1749,2148,50,160,55,372,112,CRASH_L
38237,5,15,1,10,1447,3897,1749,2148,50,160,55,372,112,MOVE
38245,5,15,1,10,1446,3897,1748,2149,50,160,55,384,115,CRASH_L
38250,5,15,1,10,1424,3897,1747,2150,50,160,55,392,118,CRASH_L
38255,5,15,1,10,1423,3897,1746,2151,50,160,55,401,121,CRASH_L
38260,5,15,1,10,1163,3896,1747,2149,50,160,55,409,123,CRASH_L
38265,5,15,1,10,1163,3895,1747,2148,50,160,55,418,126,CRASH_L
38270,5,15,1,10,1163,3895,1794,2101,50,160,55,426,128,CRASH_L
38275,5,15,1,10,1162,3897,1794,2103,50,160,55,434,131,CRASH_L
38280,5,15,1,10,991,3898,1788,2110,50,160,55,442,133,CRASH_L
38286,5,15,1,10,981,3900,1788,2112,50,160,55,451,136,CRASH_L
38291,5,15,1,10,979,3900,1797,2103,50,160,55,459,139,CRASH_L
38298,5,15,1,10,540,3897,1797,2100,50,160,55,472,143,CRASH_L
38303,5,15,1,10,536,3896,1797,2099,50,160,55,480,145,CRASH_L
38308,5,15,1,10,397,3896,1797,2099,50,160,55,488,148,CRASH_L
38313,5,15,1,10,390,3897,1821,2076,50,160,55,496,151,CRASH_L
38318,5,15,1,10,390,3899,1821,2078,50,160,55,504,154,CRASH_L
38324,5,15,1,10,366,3898,1818,2080,50,160,55,512,157,CRASH_L
38329,5,15,1,10,366,3899,1816,2083,50,160,55,521,159,CRASH_L
38334,5,15,1,10,367,3898,1814,2084,50,160,55,529,162,CRASH_L
38339,5,15,1,10,367,3904,1816,2088,50,160,55,538,165,CRASH_L
38339,5,15,1,10,367,3904,1816,2088,50,160,55,538,165,MOVE
38346,5,15,1,10,350,3898,1810,2088,50,160,55,550,169,CRASH_L
38351,5,15,1,10,349,3896,1827,2069,50,160,55,557,172,CRASH_L
38356,5,15,1,10,349,3896,1893,2003,48,160,55,565,175,CRASH_L
38362,5,15,1,10,352,3901,1893,2008,50,160,55,573,178,CRASH_L
38367,5,15,1,10,352,3902,1898,2004,49,160,55,581,181,CRASH_L
38372,5,15,1,10,343,3901,1890,2011,50,160,55,589,183,CRASH_L
38377,5,15,1,10,343,3902,1889,2013,50,160,55,598,186,CRASH_L
38412,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
38414,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
38545,5,15,1,10,389,3895,2002,1893,43,160,55,0,0,CRASH_L
38545,5,15,1,10,389,3895,2002,1893,43,160,55,0,0,MOVE
38550,5,15,1,10,391,3895,2006,1889,47,160,55,0,0,CRASH_L
38564,5,15,1,10,398,3897,2006,1891,47,160,55,9,0,CRASH_L
38569,5,15,1,10,398,3897,1995,1902,47,160,55,13,0,CRASH_L
38574,5,15,1,10,396,3902,1986,1916,48,160,55,17,0,CRASH_L
38579,5,15,1,10,396,3899,1982,1917,47,160,55,20,0,CRASH_L
38585,5,15,1,10,396,3900,1986,1914,47,160,55,24,0,CRASH_L
38590,5,15,1,10,389,3899,1983,1916,47,160,55,27,0,CRASH_L
38595,5,15,1,10,389,3894,1983,1911,47,160,55,30,0,CRASH_L
38600,5,15,1,10,388,3893,1983,1910,47,160,55,33,0,CRASH_L
38605,5,15,1,10,390,3893,2008,1885,46,160,55,37,0,CRASH_L
38610,5,15,1,10,390,3893,2010,1883,47,160,55,42,0,CRASH_L
38617,5,15,1,10,423,3896,2008,1888,47,160,55,47,0,CRASH_L
38623,5,15,1,10,423,3896,2004,1892,47,160,55,52,0,CRASH_L
38628,5,15,1,10,423,3896,2004,1892,47,160,55,56,1,CRASH_L
38633,5,15,1,10,416,3897,2004,1893,47,160,55,62,1,CRASH_L
38638,5,15,1,10,415,3897,1999,1898,47,160,55,66,2,CRASH_L
38643,5,15,1,10,415,3885,1999,1886,46,160,55,71,3,CRASH_L
38648,5,15,1,10,415,3885,2082,1803,42,160,55,76,4,CRASH_L
38648,5,15,1,10,415,3885,2082,1803,42,160,55,76,4,MOVE
38653,5,15,1,10,413,3886,2082,1804,45,160,55,82,6,CRASH_L
38658,5,15,1,10,413,3886,2076,1810,45,160,55,88,8,CRASH_L
38665,5,15,1,10,413,3884,2076,1808,45,160,55,96,11,CRASH_L
38671,5,15,1,10,413,3884,2077,1807,45,160,55,102,13,CRASH_L
38676,5,15,1,10,413,3887,2077,1810,45,160,55,108,14,CRASH_L
38681,5,15,1,10,439,3887,2077,1810,45,160,55,114,16,CRASH_L
38686,5,15,1,10,439,3834,2079,1755,42,160,55,120,17,CRASH_L
38691,5,15,1,10,439,3832,2119,1713,41,160,55,126,18,CRASH_L
38696,5,15,1,10,440,3832,2119,1713,42,160,55,132,20,CRASH_L
38701,5,15,1,10,444,3832,2119,1713,42,160,55,138,22,CRASH_L
38706,5,15,1,10,444,3832,2122,1710,42,160,55,145,24,CRASH_L
38711,5,15,1,10,444,3830,2127,1703,42,160,55,152,26,CRASH_L
38719,5,15,1,10,440,3830,2124,1706,42,160,55,162,29,CRASH_L
38724,5,15,1,10,440,3829,2127,1702,42,160,55,168,31,CRASH_L
38729,5,15,1,10,421,3763,2146,1617,37,160,55,176,33,CRASH_L
38734,5,15,1,10,416,3758,2149,1609,39,160,55,182,36,CRASH_L
38739,5,15,1,10,421,3753,2149,1604,39,160,55,189,38,CRASH_L
38744,5,15,1,10,437,3754,2146,1608,40,160,55,196,40,CRASH_L
38749,5,15,1,10,437,3754,2139,1615,40,160,55,204,42,CRASH_L
38749,5,15,1,10,437,3754,2139,1615,40,160,55,204,42,MOVE
38754,5,15,1,10,437,3757,2139,1618,40,160,55,211,44,CRASH_L
38759,5,15,1,10,447,3763,2149,1614,40,160,55,218,46,CRASH_L
38767,5,15,1,10,447,3763,2157,1606,39,160,55,229,50,CRASH_L
38772,5,15,1,10,440,3586,2217,1369,27,160,55,236,52,CRASH_L
38777,5,15,1,10,440,3585,2217,1368,34,160,55,244,55,CRASH_L
38782,5,15,1,10,440,3586,2226,1360,33,160,55,251,58,CRASH_L
38787,5,15,1,10,441,3593,2216,1377,34,160,55,259,60,CRASH_L
38792,5,15,1,10,441,3593,2216,1377,34,160,55,266,63,CRASH_L
38797,5,15,1,10,440,3592,2214,1378,34,160,55,274,66,CRASH_L
38802,5,15,1,10,437,3591,2212,1379,34,160,55,282,68,CRASH_L
38808,5,15,1,10,437,3406,2212,1194,24,160,55,289,70,CRASH_L
38853,5,15,1,10,416,3229,2261,968,19,149,111,356,99,MOVE
38957,5,15,1,10,465,2930,2388,542,13,143,117,513,200,MOVE
39053,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
39055,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
39186,5,15,1,10,490,2549,2599,-50,-11,119,141,0,0,MOVE
39287,5,15,1,10,471,2564,2606,-42,-1,129,131,64,61,MOVE
39389,5,15,1,10,485,2525,2689,-164,-4,126,134,166,167,MOVE
39490,5,15,1,10,535,1305,2870,-1565,-38,92,168,278,298,MOVE
39591,5,15,1,10,585,1065,2957,-1892,-47,83,177,378,464,MOVE
39702,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
39705,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
39835,5,15,1,10,666,1043,3021,-1978,-49,81,179,0,0,MOVE
39937,5,15,1,10,683,1066,3009,-1943,-48,82,178,35,91,MOVE
40038,5,15,1,10,710,1185,2307,-1122,-27,103,157,102,239,MOVE
40140,5,15,1,10,732,1250,986,264,6,136,124,206,379,MOVE
40243,5,15,1,10,815,1108,1013,95,2,132,128,333,510,MOVE
40349,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
40352,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
40505,5,15,1,10,959,1045,1040,5,0,130,130,0,0,MOVE
40607,5,15,1,10,953,1042,1015,27,0,130,130,55,58,MOVE
40708,5,15,1,10,1061,1025,1035,-10,0,130,130,152,162,MOVE
40810,5,15,1,10,1209,1043,989,54,2,132,128,272,291,MOVE
40911,5,15,1,10,1401,963,1014,-51,-1,129,131,400,426,MOVE
41012,5,15,1,10,1669,991,1008,-17,0,130,130,530,558,MOVE
41078,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
41086,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
41217,5,15,1,10,2029,991,1034,-43,-2,83,87,0,0,MOVE
41319,5,15,1,10,2090,995,1012,-17,0,85,85,36,33,MOVE
41420,5,15,1,10,2295,989,1013,-24,0,85,85,80,79,MOVE
41519,5,15,1,10,2524,992,1060,0,0,84,86,128,127,WALL_STOP
41549,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
41552,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
41682,5,15,1,10,2624,995,1089,0,0,0,0,0,0,WALL_STOP
41713,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
41715,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
41818,5,15,1,10,2630,989,1105,0,0,0,0,0,0,WALL_STOP
41849,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
41851,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
41982,5,15,1,10,2645,993,1085,0,0,0,0,0,0,WALL_STOP
42012,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
42015,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
42118,5,15,1,10,2638,974,1105,0,0,0,0,0,0,WALL_STOP
42148,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
42151,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
42281,5,15,1,10,2632,969,1107,0,0,0,0,0,0,WALL_STOP
42312,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
42314,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
42417,5,15,1,10,2630,972,1107,0,0,0,0,0,0,WALL_STOP
42447,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
42450,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
42580,5,15,1,10,2629,991,1083,0,0,0,0,0,0,WALL_STOP
42611,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
42613,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
42716,5,15,1,10,2629,993,1084,0,0,0,0,0,0,WALL_STOP
42747,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
42749,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
42880,5,15,1,10,2628,969,1087,0,0,0,0,0,0,WALL_STOP
42913,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
42915,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
43019,5,15,1,10,2632,996,1112,0,0,0,0,0,0,WALL_STOP
43049,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
43051,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
43182,5,15,1,10,2632,997,1093,0,0,0,0,0,0,WALL_STOP
43212,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
43215,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
43318,5,15,1,10,2644,967,1087,0,0,0,0,0,0,WALL_STOP
43348,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
43351,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
43481,5,15,1,10,2631,993,1087,0,0,0,0,0,0,WALL_STOP
43512,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
43514,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
43617,5,15,1,10,2631,994,1103,0,0,0,0,0,0,WALL_STOP
43648,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
43650,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
43781,5,15,1,10,2634,995,1104,0,0,0,0,0,0,WALL_STOP
43811,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
43814,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
43917,5,15,1,10,2633,1009,1086,0,0,0,0,0,0,WALL_STOP
43947,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
43950,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
44080,5,15,1,10,2630,990,1086,0,0,0,0,0,0,WALL_STOP
44111,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
44113,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
44216,5,15,1,10,2649,983,1102,0,0,0,0,0,0,WALL_STOP
44247,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
44249,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
44380,5,15,1,10,2631,990,1103,0,0,0,0,0,0,WALL_STOP
44413,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
44415,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
44519,5,15,1,10,2630,969,1111,0,0,0,0,0,0,WALL_STOP
44549,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
44551,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
44682,5,15,1,10,2650,985,1112,0,0,0,0,0,0,WALL_STOP
44712,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
44715,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
44818,5,15,1,10,2635,995,1112,0,0,0,0,0,0,WALL_STOP
44848,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
44851,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
44981,5,15,1,10,2627,971,1255,0,0,0,0,0,0,WALL_STOP
45012,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
45014,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
45117,5,15,1,10,2628,991,1321,0,0,0,0,0,0,WALL_STOP
45148,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
45150,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
45281,5,15,1,10,2631,970,2644,0,0,0,0,0,0,WALL_STOP
45311,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
45313,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
45416,5,15,1,10,2630,985,2552,0,0,0,0,0,0,WALL_STOP
45447,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
45449,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
45580,5,15,1,10,2650,989,2658,0,0,0,0,0,0,WALL_STOP
45610,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
45613,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
45721,5,15,1,10,2631,977,2679,0,0,0,0,0,0,WALL_STOP
45751,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
45753,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
45884,5,15,1,10,2629,988,2723,0,0,0,0,0,0,WALL_STOP
45917,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
45920,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
46023,5,15,1,10,2645,994,2695,0,0,0,0,0,0,WALL_STOP
46053,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
46056,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
46186,5,15,1,10,2637,995,2722,0,0,0,0,0,0,WALL_STOP
46217,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
46219,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
46327,5,15,1,10,2625,990,2727,0,0,0,0,0,0,WALL_STOP
46357,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
46359,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
46490,5,15,1,10,2599,998,2917,0,0,0,0,0,0,WALL_STOP
46520,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
46523,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
46626,5,15,1,10,2364,1033,2350,-1317,-50,55,135,0,0,MOVE
46727,5,15,1,10,2095,1137,2192,-1055,-26,59,111,0,103,MOVE
46829,5,15,1,10,1737,892,2443,-1551,-38,92,168,0,241,MOVE
46930,5,15,1,10,268,1480,2940,-1460,-36,94,166,0,443,MOVE
47041,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
47043,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
47174,5,15,1,10,1012,2080,3299,-1219,-27,103,157,0,0,MOVE
47276,5,15,1,10,764,2105,3328,-1223,-30,100,160,46,79,MOVE
47380,5,15,1,10,765,2147,3384,-1237,-30,100,160,126,225,MOVE
47481,5,15,1,10,813,2221,1925,296,36,166,94,226,391,MOVE
47583,5,15,1,10,910,2270,1559,711,17,147,113,360,531,MOVE
47668,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
47671,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
47802,5,15,1,10,1000,2166,1407,759,19,149,111,0,0,MOVE
47903,5,15,1,10,1029,2154,1376,778,19,149,111,77,51,MOVE
48005,5,15,1,10,1126,2056,1328,728,17,147,113,200,147,MOVE
48106,5,15,1,10,1279,1976,1242,734,18,148,112,350,264,MOVE
48207,5,15,1,10,1427,1873,1154,719,18,148,112,504,388,MOVE
48303,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
48305,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
48436,5,15,1,10,1806,1553,1113,440,4,134,126,0,0,MOVE
48538,5,15,1,10,1897,1482,1133,349,8,138,122,66,63,MOVE
48642,5,15,1,10,2187,1622,1143,479,11,96,74,158,147,MOVE
48744,5,15,1,10,2455,2216,1084,1132,29,114,56,241,207,MOVE
48779,5,15,1,10,2544,2218,1086,0,0,113,57,270,225,WALL_STOP
48809,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
48812,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
48943,5,15,1,10,2643,2132,1084,0,0,0,0,0,0,WALL_STOP
48973,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
48996,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
49102,5,15,1,10,2671,2132,1090,0,0,0,0,0,0,WALL_STOP
49132,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
49135,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
49266,5,15,1,10,2660,2130,1090,0,0,0,0,0,0,WALL_STOP
49296,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
49298,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
49402,5,15,1,10,2653,2153,1086,0,0,0,0,0,0,WALL_STOP
49433,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
49436,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
49567,5,15,1,10,2651,2153,1083,0,0,0,0,0,0,WALL_STOP
49597,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
49601,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
49704,5,15,1,10,2654,2153,1059,0,0,0,0,0,0,WALL_STOP
49735,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
49738,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
49869,5,15,1,10,2651,2158,1062,0,0,0,0,0,0,WALL_STOP
49903,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
49906,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
50010,5,15,1,10,2674,2158,1085,0,0,0,0,0,0,WALL_STOP
50041,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
50044,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
50176,5,15,1,10,2674,2151,1087,0,0,0,0,0,0,WALL_STOP
50206,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
50209,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
50313,5,15,1,10,2679,2126,1064,0,0,0,0,0,0,WALL_STOP
50344,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
50347,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
50479,5,15,1,10,2679,2118,1065,0,0,0,0,0,0,WALL_STOP
50509,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
50512,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
50617,5,15,1,10,2655,2133,1078,0,0,0,0,0,0,WALL_STOP
50647,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
50651,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
50782,5,15,1,10,2654,3885,1060,0,0,0,0,0,0,WALL_STOP
50813,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
50816,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
50920,5,15,1,10,2656,3232,1060,0,0,0,0,0,0,WALL_STOP
50951,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
50959,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
51091,5,15,1,10,2662,2843,1060,0,0,0,0,0,0,WALL_STOP
51121,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
51125,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
51229,5,15,1,10,2572,2727,1064,0,0,0,0,0,0,WALL_STOP
51260,5,15,1,10,0,0,0,0,0,0,0,0,0,CELL_DONE
51263,5,15,1,10,0,0,0,0,0,0,0,0,0,MOVE
51395,5,15,1,10,86,2932,1284,1648,50,180,80,0,0,MOVE
51496,5,15,1,10,351,2708,1496,1212,30,160,100,145,7,MOVE
51597,5,15,1,10,561,3244,1672,1572,39,169,91,327,63,MOVE
51668,5,15,1,10,659,3527,1791,1736,47,160,55,447,125,CRASH_L
51673,5,15,1,10,659,3527,1786,1741,43,160,55,455,129,CRASH_L
51678,5,15,1,10,685,3520,1786,1734,43,160,55,464,133,CRASH_L
51683,5,15,1,10,688,3520,1798,1722,42,160,55,473,137,CRASH_L
51689,5,15,1,10,692,3529,1821,1708,42,160,55,481,141,CRASH_L
