time_ms,front,left,right,enc_l,enc_r,pwm_l,pwm_r,action
43025,1760,2716,1310,-1,0,0,0,0
43045,1666,2311,1403,-3,0,0,0,0
43065,1558,2311,1405,-2,0,0,0,0
43085,1424,2311,1406,-2,0,0,0,0
43105,1286,2314,1624,0,0,0,0,0
43125,1006,2615,1629,-1,0,0,0,0
43166,787,2617,2075,-6,0,0,0,0
43186,687,2758,2077,-5,0,0,0,0
43206,687,2784,2444,-6,0,0,0,0
43226,683,2784,2712,-7,0,0,0,0
43246,683,2794,2716,-6,0,0,0,0
43266,683,2789,2802,-7,0,0,0,0
43286,665,2789,2803,-8,0,0,0,0
43306,662,2793,2806,-9,0,0,0,0
43326,636,2798,2806,-9,0,0,0,0
43367,636,2793,2806,-20,0,0,0,0
43387,636,2793,2813,-10,0,0,0,0
43407,663,2781,2819,-12,0,0,0,0
43427,692,2779,2831,-12,0,0,0,0
43447,762,2775,2832,-12,0,0,0,0
43467,797,2768,2909,-13,0,0,0,0
43487,808,2768,2917,-12,0,0,0,0
43507,859,2699,3070,-10,0,0,0,0
43527,960,2685,3078,-10,0,0,0,0
43568,1005,2520,3227,-21,0,0,0,0
43588,1077,2519,3245,-12,0,0,0,0
43608,1232,2378,3359,-13,0,0,0,0
43628,1306,2265,3518,-12,0,0,0,0
43648,1359,2249,3522,-12,0,0,0,0
43668,1448,2198,3536,-11,0,0,0,0
43688,1595,2192,3638,-11,0,0,0,0
43708,1684,2137,3644,-9,0,0,0,0
43728,1778,2130,3689,-8,0,0,0,0
43769,1855,2127,3703,-16,0,0,0,0
43789,2071,2121,3786,-7,0,0,0,0
43809,2225,2112,3800,-8,0,0,0,0
43829,2333,2114,3810,-7,0,0,0,0
43849,2548,2114,3811,-7,0,0,0,0
43869,2669,2114,3811,-7,0,0,0,0
43889,2784,2114,3810,-8,0,0,0,0
43909,2877,2124,3804,-10,0,0,0,0
43929,3112,2154,3743,-10,0,0,0,0
43970,3177,2163,3736,-23,0,0,0,0
43990,3303,2222,3642,-10,0,0,0,0
44010,3613,2331,3322,-11,0,0,0,0
44030,3643,2340,3309,-10,0,0,0,0
44050,3643,2405,2939,-11,0,0,0,0
44070,3643,2407,2939,-11,0,0,0,0
44090,3464,2529,2939,-12,0,0,0,0
44110,3306,2542,2939,-13,0,0,0,0
44130,3196,2587,3739,-12,0,0,0,0
44171,3033,2587,3759,-25,0,0,0,0
44191,2618,2587,3898,-10,0,0,0,0
44211,2221,2574,3899,-10,0,0,0,0
44231,2221,2567,3901,-10,0,0,0,0
44251,2221,2404,3902,-11,0,0,0,0
44271,2412,2382,3902,-10,0,0,0,0
44291,2616,2015,3901,-11,0,0,0,0
44311,2942,2012,3890,-11,0,0,0,0
44331,3124,1677,3886,-9,0,0,0,0
44372,3271,1628,3837,-15,0,0,0,0
44392,3380,1626,3836,-3,0,0,0,0
44412,3565,869,3723,-1,0,0,0,0
44432,3588,866,3496,0,0,0,0,0
44452,3607,866,3490,0,0,0,0,0
44472,3617,866,3435,0,0,0,0,0
44492,3629,867,3418,0,0,0,0,0
44512,3629,867,3418,0,0,0,0,0
44532,3618,867,3418,0,0,0,0,0
44573,3629,867,3413,0,0,0,0,0
44593,3629,867,3436,0,0,0,0,0
44613,3618,867,3436,0,0,0,0,0
44633,3618,867,3436,0,0,0,0,0
44653,3632,867,3433,0,0,0,0,0
44673,3613,866,3435,0,0,0,0,0
44693,3611,866,3433,0,0,0,0,0
44713,3611,867,3434,0,0,0,0,0
44733,3611,869,3432,0,0,0,0,0
44774,3611,867,3432,0,0,0,0,0
44794,3608,869,3423,0,0,0,0,0
44814,3608,869,3417,0,0,0,0,0
44834,3611,869,3413,0,0,0,0,0
44854,3611,868,3413,0,0,0,0,0
44874,3611,869,3417,0,0,0,0,0
44894,3612,868,3417,0,0,0,0,0
44914,3612,869,3412,-1,0,0,0,0
44934,3611,871,3410,-1,0,0,0,0
44975,3608,885,3406,-8,0,0,0,0
44995,3608,893,3398,-7,0,0,0,0
45015,3599,924,3381,-9,0,0,0,0
45035,3596,925,3362,-8,0,0,0,0
45055,3569,941,3179,-9,0,0,0,0
45075,3565,953,3164,-9,0,0,0,0
45095,3553,963,2873,-10,0,0,0,0
45115,3420,966,2869,-11,0,0,0,0
45135,3251,966,2869,-11,0,0,0,0
45176,3073,966,2873,-24,0,0,0,0
45196,2766,941,3840,-11,0,0,0,0
45216,2274,842,3897,-9,0,0,0,0
45236,1919,840,3897,-9,0,0,0,0
45256,1306,840,3897,-9,0,0,0,0
45276,1089,840,3899,-10,0,0,0,0
45296,1058,2128,3897,-10,0,0,0,0
45316,950,2128,3897,-11,0,0,0,0
45336,533,2205,3893,-11,0,0,0,0
45377,533,2218,3891,-16,0,0,0,0
45397,533,2275,3725,-4,0,0,0,0
45417,540,2388,3502,-3,0,0,0,0
45437,540,2388,3501,-2,0,0,0,0
45457,545,2392,3499,-1,0,0,0,0
45477,545,2397,3352,-1,0,0,0,0
45497,545,2415,3345,-1,0,0,0,0
45517,545,2415,3303,-2,0,0,0,0
45537,545,2415,3294,-1,0,0,0,0
45578,545,2415,3282,-6,0,0,0,0
45598,547,2417,3279,-4,0,0,0,0
45618,558,2421,3259,-5,0,0,0,0
45638,563,2435,3259,-7,0,0,0,0
45658,564,2435,3259,-8,0,0,0,0
45678,587,2435,3276,-10,0,0,0,0
45698,598,2430,3305,-11,0,0,0,0
45718,637,2429,3410,-13,0,0,0,0
45738,659,2428,3412,-14,0,0,0,0
45779,661,2349,3451,-30,0,0,0,0
45799,692,2341,3458,-15,0,0,0,0
45819,797,971,3500,-16,0,0,0,0
45839,836,794,3579,-15,0,0,0,0
45859,858,790,3589,-14,0,0,0,0
45879,936,746,3624,-14,0,0,0,0
45899,982,745,3630,-14,0,0,0,0
45919,1030,745,3666,-13,0,0,0,0
45939,1075,745,3667,-12,0,0,0,0
45980,1166,792,3715,-24,0,0,0,0
46000,1236,792,3729,-10,0,0,0,0
46020,1348,792,3735,-9,0,0,0,0
46040,1475,771,3745,-9,0,0,0,0
46060,1558,771,3749,-7,0,0,0,0
46080,1597,646,3757,-5,0,0,0,0
46100,1664,646,3761,-6,0,0,0,0
46120,1783,646,3761,-4,0,0,0,0
46140,1839,663,3761,-4,0,0,0,0
46181,1876,668,3741,-8,0,0,0,0
46201,1922,668,3734,-5,0,0,0,0
46221,1962,668,3691,-7,0,0,0,0
46241,1978,668,3684,-7,0,0,0,0
46261,1999,668,3540,-9,0,0,0,0
46281,2012,679,3535,-9,0,0,0,0
46301,2012,764,3325,-10,0,0,0,0
46321,2012,768,3324,-10,0,0,0,0
46341,1985,780,2983,-11,0,0,0,0
46382,1967,868,2970,-24,0,0,0,0
46402,1931,868,2684,-12,0,0,0,0
46422,1808,893,2605,-12,0,0,0,0
46442,1621,893,2598,-12,0,0,0,0
46462,1524,893,2598,-10,0,0,0,0
46482,1400,892,2605,-9,0,0,0,0
46502,1258,892,3201,-9,0,0,0,0
46522,965,892,3221,-7,0,0,0,0
46542,786,970,3470,-8,0,0,0,0
46583,682,972,3476,-16,0,0,0,0
46603,638,1021,3477,-8,0,0,0,0
46623,471,1276,3491,-8,0,0,0,0
46643,462,1276,3493,-7,0,0,0,0
46663,372,1276,3505,-9,0,0,0,0
46683,369,1171,3493,-8,0,0,0,0
46703,355,1163,3493,-9,0,0,0,0
46723,355,1043,3493,-9,0,0,0,0
46743,341,1035,3493,-11,0,0,0,0
46784,341,1016,3487,-21,0,0,0,0
46804,346,1012,3475,-11,0,0,0,0
46824,343,897,3473,-12,0,0,0,0
46844,346,818,3472,-11,0,0,0,0
46864,350,811,3467,-12,0,0,0,0
46890,365,749,3467,-14,0,0,0,0
46910,365,742,3444,-11,0,0,0,0
46930,369,721,3432,-8,0,0,0,0
46950,386,719,3428,-7,0,0,0,0
46985,391,705,3392,-8,0,0,0,0
47005,394,695,3388,-3,0,0,0,0
47025,394,694,3360,-1,0,0,0,0
47045,399,649,3360,0,0,0,0,0
47065,413,647,3360,0,0,0,0,0
47085,417,647,3365,0,0,0,0,0
47105,417,646,3368,0,0,0,0,0
47125,417,646,3374,0,0,0,0,0
47145,419,648,3368,0,0,0,0,0
47186,417,648,3368,0,0,0,0,0
47206,417,646,3368,0,0,0,0,0
47226,417,646,3353,0,0,0,0,0
47246,414,646,3340,0,0,0,0,0
47266,414,646,3340,0,0,0,0,0
47286,414,646,3345,0,0,0,0,0
47306,417,647,3345,0,0,0,0,0
47326,417,647,3345,0,0,0,0,0
47346,417,646,3345,0,0,0,0,0
47387,414,646,3346,0,0,0,0,0
47407,414,645,3340,0,0,0,0,0
47427,413,645,3339,0,0,0,0,0
47447,392,644,3340,0,0,0,0,0
47467,413,645,3343,0,0,0,0,0
47487,391,645,3343,0,0,0,0,0
47507,391,646,3343,0,0,0,0,0
47527,403,646,3343,0,0,0,0,0
47547,403,647,3346,0,0,0,0,0
47588,389,650,3350,0,0,0,0,0
47608,403,647,3350,0,0,0,0,0
47628,403,646,3365,0,0,0,0,0
47648,400,650,3369,0,0,0,0,0
47668,400,649,3373,0,0,0,0,0
47688,414,646,3369,0,0,0,0,0
47708,400,649,3372,0,0,0,0,0
47728,391,651,3369,0,0,0,0,0
47748,391,669,3372,0,0,0,0,0
47789,411,669,3372,0,0,0,0,0
47809,411,669,3372,0,0,0,0,0
47829,411,647,3368,0,0,0,0,0
47849,411,646,3372,0,0,0,0,0
47869,398,646,3366,0,0,0,0,0
47889,394,645,3362,0,0,0,0,0
47909,394,645,3366,0,0,0,0,0
47929,398,645,3368,0,0,0,0,0
47949,416,645,3368,0,0,0,0,0
47990,416,645,3389,0,0,0,0,0
48010,416,645,3403,0,0,0,0,0
48030,414,645,3411,0,0,0,0,0
48050,414,652,3413,0,0,0,0,0
48070,393,644,3427,0,0,0,0,0
48090,411,644,3427,0,0,0,0,0
48110,396,649,3428,0,0,0,0,0
48130,396,649,3428,-1,0,0,0,0
48150,393,647,3427,0,0,0,0,0
48191,396,647,3415,0,0,0,0,0
48211,393,647,3413,0,0,0,0,0
48231,393,647,3413,0,0,0,0,0
48251,393,648,3398,-2,0,0,0,0
48271,393,648,3398,-1,0,0,0,0
48291,393,648,3397,-2,0,0,0,0
48311,412,648,3387,-3,0,0,0,0
48331,411,645,3373,-4,0,0,0,0
48351,412,645,3371,-4,0,0,0,0
48392,416,648,3370,-14,0,0,0,0
48412,425,648,3320,-8,0,0,0,0
48432,471,661,3274,-11,0,0,0,0
48452,485,670,3260,-11,0,0,0,0
48472,565,670,3168,-12,0,0,0,0
48492,609,671,3161,-13,0,0,0,0
48512,609,692,2984,-13,0,0,0,0
48532,635,705,2983,-14,0,0,0,0
48552,637,719,2704,-16,0,0,0,0
48593,637,728,2689,-36,0,0,0,0
48613,903,1092,2329,-19,0,0,0,0
48633,903,1427,1012,-20,0,0,0,0
48653,903,1433,1006,-19,0,0,0,0
48673,793,1827,1006,-19,0,0,0,0
48693,742,1831,1006,-19,0,0,0,0
48713,689,2115,1043,-17,0,0,0,0
48733,636,2127,1043,-16,0,0,0,0
48753,568,2161,1092,-15,0,0,0,0
48794,294,2179,1092,-28,0,0,0,0
48814,294,2183,1092,-12,0,0,0,0
48834,294,2618,1919,-11,0,0,0,0
48854,294,2622,1926,-10,0,0,0,0
48874,294,2628,2654,-6,0,0,0,0
48894,294,2748,2654,-5,0,0,0,0
48914,294,2753,2654,-4,0,0,0,0
48934,294,2845,2649,-5,0,0,0,0
48954,326,2847,2642,-6,0,0,0,0
48995,345,2922,2495,-20,0,0,0,0
49015,365,2952,2488,-11,0,0,0,0
49035,392,3010,2357,-12,0,0,0,0
49055,395,3111,2311,-15,0,0,0,0
49075,416,3112,2307,-16,0,0,0,0
49095,420,3165,2277,-16,0,0,0,0
49115,484,3192,2260,-16,0,0,0,0
49135,488,3192,2260,-16,0,0,0,0
49155,489,3189,2260,-16,0,0,0,0
49196,536,3204,2260,-30,0,0,0,0
49216,596,3189,2260,-16,0,0,0,0
49236,642,3178,2207,-17,0,0,0,0
49256,710,3159,2149,-18,0,0,0,0
49276,788,3156,2149,-18,0,0,0,0
49296,818,870,2100,-18,0,0,0,0
49316,882,861,2094,-18,0,0,0,0
49336,907,845,2083,-16,0,0,0,0
49356,1033,843,2080,-16,0,0,0,0
49397,1055,843,2013,-30,0,0,0,0
49417,1127,840,2002,-11,0,0,0,0
49437,1284,827,1955,-12,0,0,0,0
49457,1362,815,1926,-11,0,0,0,0
49477,1432,790,1900,-11,0,0,0,0
49497,1575,785,1872,-9,0,0,0,0
49517,1641,745,1866,-9,0,0,0,0
49537,1736,741,1858,-8,0,0,0,0
49557,1805,727,1845,-7,0,0,0,0
49598,1910,722,1843,-11,0,0,0,0
49618,2041,722,1815,-4,0,0,0,0
49638,2172,715,1812,-2,0,0,0,0
49658,2307,713,1812,-1,0,0,0,0
49678,2322,697,1812,0,0,0,0,0
49698,2349,697,1816,0,0,0,0,0
49718,2384,697,1834,0,0,0,0,0
49738,2413,695,1841,0,0,0,0,0
49758,2427,697,1843,0,0,0,0,0
49799,2431,697,1841,0,0,0,0,0
49819,2431,699,1834,0,0,0,0,0
49839,2430,699,1841,0,0,0,0,0
49859,2430,699,1843,0,0,0,0,0
49879,2435,698,1825,0,0,0,0,0
49899,2430,698,1825,0,0,0,0,0
49919,2430,696,1826,0,0,0,0,0
49939,2435,695,1825,0,0,0,0,0
49959,2429,694,1825,0,0,0,0,0
50000,2429,693,1826,0,0,0,0,0
50020,2433,693,1842,0,0,0,0,0
50040,2433,693,1842,0,0,0,0,0
50060,2429,693,1842,0,0,0,0,0
50080,2433,693,1842,0,0,0,0,0
50100,2433,694,1837,0,0,0,0,0
50120,2433,695,1837,0,0,0,0,0
50140,2437,696,1837,0,0,0,0,0
50160,2491,705,1837,0,0,0,0,0
50201,2491,888,1830,0,0,0,0,0
50221,2491,888,1830,-1,0,0,0,0
50241,2441,888,1830,0,0,0,0,0
50261,2418,732,1830,0,0,0,0,0
50281,2397,727,1828,0,0,0,0,0
50301,2397,725,1828,0,0,0,0,0
50321,2390,721,1823,0,0,0,0,0
50341,2374,702,1823,0,0,0,0,0
50361,2373,702,1822,0,0,0,0,0
50402,2367,702,1819,0,0,0,0,0
50422,2347,707,1819,0,0,0,0,0
50442,2347,710,1821,0,0,0,0,0
50462,2347,720,1818,0,0,0,0,0
50482,2344,722,1821,-1,0,0,0,0
50502,2343,722,1822,-1,0,0,0,0
50522,2329,720,1829,-2,0,0,0,0
50542,2320,717,1846,-2,0,0,0,0
50562,2320,717,1846,-3,0,0,0,0
50603,2318,695,1848,-10,0,0,0,0
50623,2299,695,1846,-7,0,0,0,0
50643,2223,695,1841,-8,0,0,0,0
50663,2177,719,1841,-9,0,0,0,0
50683,2064,719,1935,-11,0,0,0,0
50703,1994,720,2126,-12,0,0,0,0
50723,1918,819,2130,-12,0,0,0,0
50743,1785,829,2136,-13,0,0,0,0
50763,1536,1401,2792,-13,0,0,0,0
50804,1355,1405,2801,-30,0,0,0,0
50824,1212,1695,3146,-14,0,0,0,0
50844,761,1917,3344,-14,0,0,0,0
50864,734,1921,3345,-14,0,0,0,0
50884,660,2151,3345,-12,0,0,0,0
50904,634,2159,3344,-12,0,0,0,0
50924,565,2369,3259,-12,0,0,0,0
50944,279,2371,3253,-12,0,0,0,0
50964,279,2578,3134,-12,0,0,0,0
51005,279,2587,3122,-24,0,0,0,0
51025,314,2712,3061,-11,0,0,0,0
51045,319,2728,2960,-12,0,0,0,0
51065,343,2729,2956,-12,0,0,0,0
51085,347,2731,2933,-12,0,0,0,0
51105,349,2746,2922,-14,0,0,0,0
51125,366,2749,2917,-15,0,0,0,0
51145,376,2749,2910,-14,0,0,0,0
51165,386,2749,2896,-14,0,0,0,0
51206,388,2772,2896,-30,0,0,0,0
51226,391,2777,2896,-15,0,0,0,0
51246,437,2793,2979,-15,0,0,0,0
51266,437,2793,2991,-14,0,0,0,0
51286,443,2793,2991,-13,0,0,0,0
51306,488,2782,2991,-10,0,0,0,0
51326,515,2774,2998,-8,0,0,0,0
51346,517,2768,3043,-8,0,0,0,0
51366,535,2743,3043,-8,0,0,0,0
51407,586,2707,3043,-15,0,0,0,0
51427,621,2704,3043,-8,0,0,0,0
51447,662,2684,3045,-10,0,0,0,0
51467,732,2367,3032,-10,0,0,0,0
51487,762,2352,3007,-12,0,0,0,0
51507,809,996,2932,-11,0,0,0,0
51527,853,993,2926,-12,0,0,0,0
51547,935,845,2926,-11,0,0,0,0
51567,1004,845,2917,-12,0,0,0,0
51608,1033,801,2917,-21,0,0,0,0
51628,1093,788,2910,-10,0,0,0,0
51648,1259,767,2895,-11,0,0,0,0
51668,1326,762,2895,-9,0,0,0,0
51688,1380,678,2895,-9,0,0,0,0
51708,1536,670,2915,-7,0,0,0,0
51728,1620,623,2915,-6,0,0,0,0
51748,1669,616,2946,-5,0,0,0,0
51768,1754,586,2954,-4,0,0,0,0
51809,1854,573,2955,-7,0,0,0,0
51829,1857,543,2959,-2,0,0,0,0
51849,1945,523,2966,-2,0,0,0,0
51869,1993,519,2982,-3,0,0,0,0
51889,1994,519,2982,-4,0,0,0,0
51909,2013,523,2982,-5,0,0,0,0
51929,2037,536,2918,-6,0,0,0,0
51949,2068,547,2915,-6,0,0,0,0
51969,2083,645,2824,-8,0,0,0,0
52010,2083,645,2815,-17,0,0,0,0
52030,2083,645,2671,-9,0,0,0,0
52050,2010,645,2442,-8,0,0,0,0
52070,1965,697,2435,-9,0,0,0,0
52090,1878,1088,2435,-8,0,0,0,0
52110,1619,1092,2428,-10,0,0,0,0
52130,1447,1456,2428,-10,0,0,0,0
52150,1306,1459,2446,-11,0,0,0,0
52170,1159,1459,3104,-11,0,0,0,0
52211,813,1790,3107,-23,0,0,0,0
52231,685,1797,3370,-9,0,0,0,0
52251,488,2076,3401,-10,0,0,0,0
52271,442,2250,3401,-9,0,0,0,0
52291,439,2263,3401,-9,0,0,0,0
52311,439,2331,3395,-9,0,0,0,0
52331,439,2337,3387,-9,0,0,0,0
52351,443,2386,3386,-10,0,0,0,0
52371,443,2387,3381,-9,0,0,0,0
52412,443,2433,3381,-18,0,0,0,0
52432,399,2434,3381,-8,0,0,0,0
52452,291,2441,3387,-8,0,0,0,0
52472,219,2481,3394,-8,0,0,0,0
52492,201,2483,3397,-8,0,0,0,0
52512,200,2510,3397,-7,0,0,0,0
52532,200,2510,3398,-9,0,0,0,0
52552,201,2512,3398,-9,0,0,0,0
52572,219,2510,3398,-10,0,0,0,0
52613,220,2510,3353,-20,0,0,0,0
52633,220,2512,3334,-8,0,0,0,0
52653,242,2524,3317,-8,0,0,0,0
52673,270,2529,3293,-8,0,0,0,0
52693,274,2529,3281,-7,0,0,0,0
52713,291,2529,3214,-6,0,0,0,0
52733,291,2531,3206,-6,0,0,0,0
52753,294,2531,3180,-6,0,0,0,0
52773,294,2546,3170,-6,0,0,0,0
52814,294,2546,3153,-15,0,0,0,0
52834,275,2546,3153,-8,0,0,0,0
52854,271,2506,3153,-10,0,0,0,0
52874,270,2504,3214,-9,0,0,0,0
52894,270,2467,3218,-10,0,0,0,0
52914,270,2446,3301,-11,0,0,0,0
52934,291,2431,3306,-10,0,0,0,0
52954,292,2428,3393,-11,0,0,0,0
52974,292,2418,3395,-11,0,0,0,0
53015,304,2407,3477,-23,0,0,0,0
53035,324,2372,3477,-11,0,0,0,0
53055,325,2362,3543,-10,0,0,0,0
53075,341,2339,3546,-10,0,0,0,0
53095,342,2297,3616,-9,0,0,0,0
53115,368,2294,3625,-7,0,0,0,0
53135,393,2294,3676,-8,0,0,0,0
53155,395,2294,3682,-6,0,0,0,0
53175,410,2275,3682,-7,0,0,0,0
53216,414,2275,3676,-13,0,0,0,0
53236,465,2275,3624,-6,0,0,0,0
53256,466,2287,3580,-7,0,0,0,0
53276,516,2292,3580,-6,0,0,0,0
53296,517,2297,3579,-8,0,0,0,0
53316,543,2320,3574,-7,0,0,0,0
53336,543,2321,3512,-8,0,0,0,0
53356,587,2327,3480,-7,0,0,0,0
53376,611,2342,3434,-9,0,0,0,0
53417,644,2342,3432,-20,0,0,0,0
53437,666,2327,3375,-11,0,0,0,0
53457,735,1772,3349,-11,0,0,0,0
53477,761,972,3347,-11,0,0,0,0
53497,785,968,3336,-11,0,0,0,0
53517,836,966,3327,-10,0,0,0,0
53537,860,964,3310,-9,0,0,0,0
53557,885,919,3310,-8,0,0,0,0
53577,934,916,3307,-8,0,0,0,0
53618,1007,859,3297,-13,0,0,0,0
53638,1011,837,3243,-5,0,0,0,0
53658,1087,815,3198,-5,0,0,0,0
53678,1139,774,3197,-3,0,0,0,0
53698,1162,768,3194,-3,0,0,0,0
53718,1196,756,3188,-2,0,0,0,0
53738,1211,739,3179,-2,0,0,0,0
53758,1230,739,3179,0,0,0,0,0
53778,1237,739,3186,0,0,0,0,0
53819,1237,742,3184,0,0,0,0,0
53839,1238,743,3186,-2,0,0,0,0
53859,1257,743,3194,-5,0,0,0,0
53879,1257,742,3186,-6,0,0,0,0
53899,1236,742,3184,-7,0,0,0,0
53919,1243,743,3085,-10,0,0,0,0
53939,1235,765,3075,-10,0,0,0,0
53959,1235,766,2901,-13,0,0,0,0
53979,1233,841,2898,-12,0,0,0,0
54020,1163,854,2602,-29,0,0,0,0
54040,1137,1041,2591,-15,0,0,0,0
54060,980,1552,2214,-16,0,0,0,0
54080,899,1572,1989,-16,0,0,0,0
54100,812,1957,1982,-16,0,0,0,0
54120,706,1959,1982,-14,0,0,0,0
54140,514,2360,1989,-12,0,0,0,0
54160,488,2363,2205,-11,0,0,0,0
54180,396,2363,2219,-10,0,0,0,0
54221,295,2360,2284,-18,0,0,0,0
54241,295,2207,2292,-6,0,0,0,0
54261,295,1968,2305,-5,0,0,0,0
54281,298,1963,2306,-4,0,0,0,0
54301,318,1678,2307,-4,0,0,0,0
54321,326,1677,2307,-3,0,0,0,0
54341,342,1536,2305,-3,0,0,0,0
54361,343,1531,2297,-3,0,0,0,0
54381,342,1530,2297,-5,0,0,0,0
54422,343,1506,2297,-13,0,0,0,0
54442,343,1506,2305,-8,0,0,0,0
54462,346,1506,2311,-10,0,0,0,0
54482,346,2500,2322,-10,0,0,0,0
54502,352,2503,2330,-11,0,0,0,0
54522,363,3117,2330,-11,0,0,0,0
54542,364,3127,2412,-11,0,0,0,0
54562,364,3127,2441,-12,0,0,0,0
54582,387,3117,2506,-13,0,0,0,0
54623,392,3046,2508,-30,0,0,0,0
54643,392,3045,2579,-15,0,0,0,0
54663,412,2910,2692,-16,0,0,0,0
54683,421,2791,2698,-15,0,0,0,0
54703,439,2787,2787,-15,0,0,0,0
54723,444,2742,2800,-14,0,0,0,0
54743,456,2728,2840,-14,0,0,0,0
54763,461,2726,2840,-15,0,0,0,0
54783,512,2714,2845,-16,0,0,0,0
54824,517,2710,2845,-32,0,0,0,0
54844,536,2703,2920,-15,0,0,0,0
54864,613,2655,3007,-16,0,0,0,0
54884,617,2634,3009,-16,0,0,0,0
54904,642,2624,3022,-15,0,0,0,0
54924,661,2619,3022,-15,0,0,0,0
54944,684,2552,3022,-15,0,0,0,0
54964,719,2552,2291,-15,0,0,0,0
54984,771,2550,2289,-14,0,0,0,0
55025,797,2550,1082,-28,0,0,0,0
55045,845,2545,1082,-12,0,0,0,0
55065,906,2507,1081,-13,0,0,0,0
55085,959,2503,1082,-12,0,0,0,0
55105,1007,2446,1087,-12,0,0,0,0
55125,1052,2433,1087,-12,0,0,0,0
55145,1085,2429,1094,-11,0,0,0,0
55165,1163,2420,1106,-10,0,0,0,0
55185,1245,2417,1106,-10,0,0,0,0
55226,1257,2408,1106,-16,0,0,0,0
55246,1305,2388,1112,-7,0,0,0,0
55266,1476,2365,1112,-6,0,0,0,0
55286,1493,2351,1112,-5,0,0,0,0
55306,1572,2322,1133,-3,0,0,0,0
55326,1668,2315,1134,-3,0,0,0,0
55346,1713,2274,1134,-3,0,0,0,0
55366,1759,2271,1137,-3,0,0,0,0
55386,1804,2204,1134,-4,0,0,0,0
55427,1856,2193,1132,-4,0,0,0,0
55447,1901,2136,1131,-1,0,0,0,0
55467,1969,2080,1132,-2,0,0,0,0
55487,2015,2068,1132,-1,0,0,0,0
55507,2026,2058,1135,0,0,0,0,0
55527,2026,1941,1135,0,0,0,0,0
55547,2026,1932,1135,0,0,0,0,0
55567,2015,1932,1130,-1,0,0,0,0
55587,1997,1941,1111,-1,0,0,0,0
55628,1966,2204,1108,-1,0,0,0,0
55648,1930,2205,1062,-1,0,0,0,0
55668,1691,2447,1028,-2,0,0,0,0
55688,1549,2891,1010,-3,0,0,0,0
55708,1377,2892,982,-5,0,0,0,0
55728,1032,3181,964,-3,0,0,0,0
55748,859,3186,842,-4,0,0,0,0
55768,788,3186,842,-7,0,0,0,0
55788,788,3186,704,-9,0,0,0,0
55829,821,3167,704,-25,0,0,0,0
55849,859,3163,704,-14,0,0,0,0
55869,966,3031,840,-14,0,0,0,0
55889,981,2893,845,-13,0,0,0,0
55909,1029,2888,1215,-11,0,0,0,0
55929,1079,2804,1215,-9,0,0,0,0
55949,1164,2797,1215,-7,0,0,0,0
55969,1215,2716,1205,-6,0,0,0,0
55989,1243,2711,1170,-5,0,0,0,0
56030,1262,2700,1164,-2,0,0,0,0
56050,1349,2666,1163,0,0,0,0,0
56070,1351,2666,1114,0,0,0,0,0
56090,1354,2660,1113,0,0,0,0,0
56110,1351,2659,1100,0,0,0,0,0
56130,1349,2659,1086,0,0,0,0,0
56150,1357,2659,1083,0,0,0,0,0
56170,1355,2659,1072,0,0,0,0,0
56190,1347,2659,1062,0,0,0,0,0
56231,1355,2667,1023,0,0,0,0,0
56251,1362,2669,1023,0,0,0,0,0
56271,1355,2667,1023,0,0,0,0,0
56291,1347,2662,1035,0,0,0,0,0
56311,1362,2662,1036,0,0,0,0,0
56331,1331,2662,1062,0,0,0,0,0
56351,1331,2662,1062,0,0,0,0,0
56371,1336,2662,1067,0,0,0,0,0
56391,1336,2664,1063,0,0,0,0,0
56432,1336,2665,1065,0,0,0,0,0
56452,1336,2665,1063,0,0,0,0,0
56472,1336,2665,1063,0,0,0,0,0
56492,1339,2665,1063,0,0,0,0,0
56512,1351,2665,1065,0,0,0,0,0
56532,1352,2665,1071,0,0,0,0,0
56552,1352,2665,1071,0,0,0,0,0
56572,1354,2664,1071,0,0,0,0,0
56592,1354,2660,1067,0,0,0,0,0
56633,1355,2658,1064,0,0,0,0,0
56653,1354,2658,1061,0,0,0,0,0
56673,1355,2658,1046,0,0,0,0,0
56693,1354,2660,1045,0,0,0,0,0
56713,1355,2666,1040,0,0,0,0,0
56733,1354,2666,1040,0,0,0,0,0
56753,1357,2663,1040,-1,0,0,0,0
56773,1375,2663,1045,-3,0,0,0,0
56793,1377,2659,1160,-4,0,0,0,0
56834,1382,2653,1160,-5,0,0,0,0
56854,1434,2640,1160,-1,0,0,0,0
56874,1509,2616,1142,0,0,0,0,0
56894,1547,2530,1131,-1,0,0,0,0
56914,1547,2529,1061,-2,0,0,0,0
56934,1547,2274,1061,-3,0,0,0,0
56954,1546,2258,1061,-3,0,0,0,0
56974,1526,2121,1062,-4,0,0,0,0
56994,1471,2114,1358,-4,0,0,0,0
57035,1454,2114,1366,-8,0,0,0,0
57055,1398,2121,1591,-2,0,0,0,0
57075,1235,2410,1749,-2,0,0,0,0
57095,1188,2412,1755,-3,0,0,0,0
57115,1028,2660,1961,-3,0,0,0,0
57135,935,2664,1962,-4,0,0,0,0
57155,791,2845,2197,-4,0,0,0,0
57175,718,2859,2204,-5,0,0,0,0
57195,636,2902,2302,-9,0,0,0,0
57236,612,2908,2310,-16,0,0,0,0
57256,603,2959,2314,-6,0,0,0,0
57276,567,3003,2345,-5,0,0,0,0
57296,536,3014,2351,-8,0,0,0,0
